area,population,area_sqkm,num_industries,num_hospitals,num_schools,avg_income,waste_per_capita,recycling_rate,temperature,humidity,day_of_week,is_weekend,total_waste,aqi,waste_type
Harbor,7286,5.938878602964902,6,7,18,136849,1.2493728895612966,32.15281073347871,25.59141614995943,42.31242064312439,2,0,9717.339288401405,148.29367217345452,Standard Mixed
Airport,14366,8.900284118421666,43,8,3,39640,1.3707885295910962,7.376390257943801,33.94598292494111,49.98992626610237,5,1,28408.677258070147,425.4468811340232,Industrial Hazardous
Harbor,39468,19.446062419841127,47,8,4,80312,0.4804393897878392,49.44978148001292,39.950198739187215,37.48933346407192,0,0,30369.594260664002,444.836572201106,Industrial Hazardous
Commercial,32805,14.476218924552594,8,7,16,127644,0.392778602291331,13.304693229776563,29.886080353673837,63.36013656733951,3,0,14437.393805161466,217.00992899818928,Mixed Unsegregated
Industrial,17860,2.76436146417422,19,3,4,39560,1.3311582590825632,22.2130185536527,38.51530778095015,51.94951260309159,3,0,33377.89075185803,416.71150189009404,Standard Mixed
Airport,40613,11.039553736073568,36,6,18,26380,2.1556457296104945,25.725427555488633,39.96346202965742,51.92905205253486,2,0,134125.62571985743,500.0,Industrial Hazardous
Residential,33313,14.872516167838901,10,0,2,67756,2.348913398652373,20.381954836425233,25.869548197917254,32.3144498895693,5,1,83531.60391889144,500.0,High Volume Organic
Industrial,1693,22.78317425290379,1,6,10,148804,1.7490366076148065,24.267104237655627,31.71726078616742,38.16770334833592,2,0,3789.0355590169193,94.8998773543577,High Volume Organic
Industrial,5012,5.1179572234966475,21,5,1,114365,2.118076918536158,47.7288376548398,20.330378039986787,72.4518291375348,2,0,10380.301499439804,197.02500204033296,Industrial Hazardous
Downtown,23166,20.245847725248332,47,4,13,134137,1.9166791578484919,13.401540594270658,26.891161094040847,47.53921677890785,4,0,57074.06959801733,500.0,Industrial Hazardous
Industrial,17130,3.700299835376488,35,0,5,49579,1.8432688191809008,28.22511357856688,16.960288575092246,56.52414905349611,5,1,30984.493252698183,447.8500736599178,Industrial Hazardous
Residential,9483,6.434773671857276,4,7,18,115736,1.9918728173308695,1.2005139102378992,15.728744462660439,75.78407168099332,1,0,15539.030398585955,212.0028749805286,Mixed Unsegregated
Riverside,1136,6.4619251455080144,6,9,0,149984,1.4116664953040443,30.45995515829107,37.32298337511696,56.68544631800574,2,0,2092.3861724951225,60.30562005781841,Standard Mixed
Downtown,4275,21.998240299766397,5,0,6,105265,1.30746382769308,6.7013186667533065,36.46000829061435,43.53654188706181,3,0,7177.5385590663,141.098359466311,Mixed Unsegregated
Industrial,2921,5.375933454367184,21,0,1,48537,0.6501157489320923,16.934156534088586,22.801616456444435,62.9894545879919,5,1,2196.1610317593727,113.85057128152597,Industrial Hazardous
Airport,13525,19.780537811142523,9,2,18,141684,2.1563936967577977,19.492403658907477,26.42382609275167,78.07236036312588,5,1,31561.85224360463,381.9133026952915,High Volume Organic
Industrial,9780,11.814260083480688,45,7,0,127636,0.39815053622859026,4.941157538514602,27.340257603305353,65.9785130123405,5,1,4851.987543983364,186.61593237327554,Industrial Hazardous
Residential,37451,24.977723811034114,39,7,8,137621,0.888377066722124,21.633969804788144,28.017528080170383,55.210874936415514,3,0,41929.113459118395,500.0,Industrial Hazardous
Airport,11851,21.057741716976583,45,6,16,109661,1.443815523720604,29.88344411793231,18.364275112620355,37.537471045132,2,0,18110.257359204403,337.7923399966158,Industrial Hazardous
Industrial,38591,18.62272679397154,45,4,9,25655,2.437515847548509,25.86572527964649,34.37646904251875,44.922790489865264,5,1,136909.76891468282,500.0,Industrial Hazardous
Downtown,46156,21.83279451297879,19,7,5,79451,2.029140473050974,16.825518876572335,23.695392313880934,86.76713266631502,5,1,99837.42999437585,500.0,High Volume Organic
Commercial,30671,16.03374461882332,27,1,2,87984,1.1110766942269816,17.691297642590293,15.792379530748569,76.30848284904536,2,0,30829.32337368537,409.6658435031463,Industrial Hazardous
Industrial,4144,21.169480284948193,22,7,19,99721,1.8706864591273573,38.014982123028105,31.9140380667462,35.254313257872425,3,0,9429.308808283999,205.57782635193445,Industrial Hazardous
Commercial,16642,6.897607760355669,34,1,14,37211,2.3490126536333436,43.10375288261486,35.74693740250636,30.330876354525564,4,0,55520.7182426031,500.0,Industrial Hazardous
Airport,8273,2.893728671976336,0,9,19,42280,1.4855435933815673,34.591839113327005,37.95316966767121,40.525160474443105,5,1,15644.806073083879,216.33860090619226,Standard Mixed
Industrial,28966,15.590334173623384,28,4,5,53971,1.3162684301020886,58.57128244151544,31.86013301592799,86.63344429711952,0,0,49247.37474231428,500.0,Industrial Hazardous
Commercial,11278,11.149914620257857,8,3,2,146183,1.5165851990035206,56.69244379566122,19.781975427646007,64.80233506290924,3,0,16078.437702750307,236.78375225140599,Standard Mixed
Commercial,13001,10.947799484664582,8,0,9,124923,0.985366090538762,5.908137289336215,29.74451328600133,80.31958525494899,0,0,14288.19314423935,212.813773761748,Mixed Unsegregated
Industrial,47677,13.405322384536131,21,4,11,26798,2.296167383505219,15.682464297001683,37.79404957903023,57.91350077986091,2,0,151974.00924110782,500.0,Industrial Hazardous
Suburban,2608,9.353873983355792,1,6,0,37228,2.0540199874152494,52.103646772246506,23.764002440829046,79.59816916165838,1,0,5303.154932659856,108.72570748909732,High Volume Organic
Industrial,29869,15.838458520349313,15,0,15,55739,1.8520650471772095,1.77981085074302,38.83376804434853,32.034985065487014,2,0,76015.43652796351,500.0,High Volume Organic
Commercial,36882,1.2489250000169327,39,1,16,119572,1.596002577237814,35.53182999751735,17.441976793119732,55.60916682081775,2,0,59507.58548741084,500.0,Industrial Hazardous
Downtown,26318,24.2623378761032,5,8,9,68720,2.4328445125948144,57.26997238384398,33.201318597638625,52.65566902121353,2,0,76083.53594063075,500.0,High Volume Organic
Commercial,10751,23.155370305116477,12,4,11,114845,0.9549526048437249,40.72306048740955,17.997779312426673,88.89278434417471,5,1,9503.846620017064,180.95226338630937,Standard Mixed
Industrial,23841,23.414118983257374,32,6,18,90280,0.922897362795069,5.515998716025465,34.97188257262889,48.028543939411236,3,0,30308.307367549092,422.7117704374799,Industrial Hazardous
Airport,12178,9.4425856418011,18,1,7,60503,0.8327043322990009,44.86906385761488,17.441391596144292,55.01501090792709,3,0,9228.195562757135,194.84969932280103,Low Volume Dry
Downtown,14867,13.531328462647945,14,6,7,34548,1.9319071750188515,22.589079806625463,23.143126001621944,75.52805091526008,1,0,29869.201238224327,354.96276670265615,High Volume Organic
Residential,30172,23.876199774910592,32,6,9,128125,2.0540284077234605,55.29201686629123,34.42154285534511,82.84278596672343,0,0,85470.28201463271,500.0,Industrial Hazardous
Commercial,4832,22.607478382475872,9,6,9,89066,1.6136511875667223,17.178977133382208,26.504831769358677,82.7032904550818,0,0,8467.014084989292,169.9484062507901,Standard Mixed
Riverside,12502,19.86098965957811,0,4,17,57853,1.7343641627438582,28.393922071594275,37.06716177535965,53.67065223967487,0,0,27041.018296892296,313.93592239446144,High Volume Organic
Commercial,20784,10.479623951266015,11,8,9,94531,1.0677136821340643,44.79643093276637,25.043446551435643,86.91329718411467,2,0,23550.053279653202,308.6182535158488,Standard Mixed
Riverside,16200,14.326310967963249,42,1,6,44703,0.3874665934403411,15.452398261926435,39.87395300721377,69.2105325758797,1,0,9850.25273984358,250.0083096192435,Industrial Hazardous
Airport,14269,19.92635561830787,28,3,3,45527,0.8579988560107568,10.906940846228244,15.466869826507995,81.06813289325959,2,0,11115.456143517047,219.1510637472018,Industrial Hazardous
Airport,29818,7.188793890730778,16,1,0,120568,1.585467099686937,0.1624885021934852,32.40155515210719,85.57663364838675,1,0,59152.4034265005,500.0,Mixed Unsegregated
Industrial,24823,15.848009521588729,3,7,10,116966,2.088451901245655,29.277709573096953,37.89719069646695,44.0159833966936,4,0,66133.55342673395,500.0,High Volume Organic
Commercial,28110,20.784390958870492,28,0,18,85555,2.009828952552594,55.717048319366505,28.399661825312965,59.951909114493176,3,0,68851.13895497916,500.0,Industrial Hazardous
Airport,7463,17.832642397456084,6,8,4,80982,0.6948722012249987,16.889230630857345,39.71273096819117,65.26783774675948,5,1,7001.167448832181,132.5930265689214,Standard Mixed
Harbor,8338,12.247275464179518,43,4,7,70933,0.41318166216770225,2.6027117445036008,32.70061253177342,78.14626158289295,5,1,4723.882545320333,198.14516153234243,Industrial Hazardous
Harbor,45667,14.822904809101379,12,2,1,81178,2.171232087991291,37.22587692688584,25.738157354752,54.06994182407517,5,1,106569.3865204867,500.0,High Volume Organic
Residential,12743,24.722550807071954,4,3,1,80475,0.46629631194583354,3.370194865163567,27.88443444424101,42.62695034569597,2,0,6708.1434559226645,115.43840104458559,Mixed Unsegregated
Industrial,28439,15.248700968856648,5,0,13,65730,1.1652847781359463,30.414734068402172,36.93673904140036,74.5940720160747,4,0,41929.57497189185,474.6195595813497,Standard Mixed
Commercial,2345,19.747634973456773,33,2,8,43241,0.5072964449268145,22.89178246264488,38.93958745685384,65.54006913689305,0,0,1854.7581348731176,130.3150551069402,Industrial Hazardous
Riverside,47210,18.301816727252735,6,7,9,139522,1.5409071629869349,28.52543122462128,28.897156809928873,83.89793678140592,5,1,80947.95592443456,500.0,Standard Mixed
Commercial,17266,17.6865200804694,45,1,12,92832,1.0993401486125358,9.758417182325662,22.678756139660145,69.3017988351369,4,0,22129.679814000687,354.40956768438656,Industrial Hazardous
Commercial,37380,18.05104185029407,27,1,0,101869,0.7454859591633276,5.412112835091354,20.983127540028757,31.009620042657907,5,1,29068.504372558717,405.90221648452945,Industrial Hazardous
Airport,13280,11.633038906395866,45,8,13,61516,1.6093688700796909,44.93945266491025,26.926205242511806,87.9990840060265,3,0,27381.201594047194,427.89021103536714,Industrial Hazardous
Residential,48958,12.11692427569407,9,4,1,38628,1.0994619377353172,14.740005603574959,22.4084641663556,65.58664161684244,5,1,53306.76133498056,500.0,Mixed Unsegregated
Airport,43356,11.962637065339166,3,4,3,39367,0.6669341537857633,48.025445725934965,25.520918093156837,65.7526359090107,3,0,29239.6614273031,341.92331885593967,Low Volume Dry
Residential,2009,1.3147378767088982,2,0,18,31755,1.8401901076413787,45.50683692241179,35.861670126637335,84.55568368008602,5,1,4845.818280897471,96.6178777143577,High Volume Organic
Residential,24457,6.406100593141925,24,5,0,121029,2.140978281741228,11.902732242857489,26.799689646989076,69.82853005820496,5,1,60561.10746915661,500.0,Industrial Hazardous
Commercial,45672,4.2868181629221285,22,7,3,73751,0.9022336563924893,54.49743026490792,31.02197225140378,58.75927099133348,3,0,51291.508474101145,500.0,Industrial Hazardous
Airport,34846,22.217902779232805,26,5,10,107286,0.7101351007640486,9.676775485385827,17.252670964318625,36.43712006245816,5,1,23366.052430213644,328.8332221101753,Industrial Hazardous
Downtown,17763,7.23674947809725,13,6,12,33025,0.4655540963680561,47.82874491208181,34.05318074254008,87.73192687875209,4,0,10299.644897506494,193.70745251517025,Low Volume Dry
Industrial,47374,3.8918445444057395,37,3,17,24887,1.4613846751544544,25.23202324369712,27.072606065572877,34.7092426728026,0,0,85352.90429252654,500.0,Industrial Hazardous
Harbor,26648,3.434289831816681,31,1,9,80675,2.1288461394426723,10.980978941349726,24.02356344924236,40.21798711249778,2,0,64277.82487931508,500.0,Industrial Hazardous
Industrial,32033,17.649750946527888,22,0,4,99194,0.8517377690007062,56.286678998889826,30.274735710680858,79.17221174949333,5,1,33304.397732687634,426.0883606341722,Industrial Hazardous
Commercial,43108,0.6490411174165025,46,5,0,69348,1.31340309758694,57.7954491840299,17.54964481435139,59.42431970320744,0,0,59660.02053816492,500.0,Industrial Hazardous
Commercial,13431,12.046957843034452,39,8,13,90762,0.6537675975851156,30.68237470825145,25.349966310679022,40.696108997735486,1,0,10571.349715387249,251.74295378225963,Industrial Hazardous
Commercial,1859,3.412342087155808,36,9,15,121132,1.189241812785981,28.150471057607977,35.27431077547858,47.16971469779111,1,0,3321.0140494807756,141.5058314828597,Industrial Hazardous
Suburban,25032,21.316752752079676,2,4,17,131335,0.33397923662204554,54.05050396709026,21.551601316029803,89.64086364247197,2,0,7859.649349338625,129.5771136346229,Low Volume Dry
Industrial,20844,23.982033733085228,34,1,2,89524,2.303603949277596,35.76820065652106,37.8524034023808,65.04120803912188,5,1,70819.27675520358,500.0,Industrial Hazardous
Commercial,4742,23.989488097265138,12,0,2,74884,1.7884581690012513,15.962317397080199,30.091089986247468,54.096806289987896,5,1,9484.94029812104,176.74891888764884,High Volume Organic
Residential,21101,11.328120669195847,33,2,3,41663,1.032190178796498,25.511835411276852,28.51959126949058,82.5730474358842,3,0,27019.15742988442,379.72263249244037,Industrial Hazardous
Suburban,49732,16.290613198652515,23,3,6,104389,2.2386361721232513,50.15934470852482,24.98927501787447,58.781810584542484,2,0,124004.03123357048,500.0,Industrial Hazardous
Industrial,19616,15.192751344513242,0,6,12,38014,0.7024451847526973,51.57379844128565,33.54998612022237,48.476127659336804,4,0,16029.420990509794,208.5715745226277,Standard Mixed
Commercial,35977,9.075953083955847,11,8,8,34239,0.47321421008248354,56.3551682088908,29.11169151250504,39.85334311079212,5,1,19541.946432723707,268.58233371073,Low Volume Dry
Industrial,31282,11.379580039803013,7,7,2,56046,2.3737674785209633,17.295653230653816,34.91355690449137,74.66815289237664,3,0,92210.75430877332,500.0,High Volume Organic
Industrial,46059,2.0759305822154994,18,8,16,38422,0.9798373158189664,40.79716541806264,23.291972955118332,65.77338557947779,2,0,47496.818803644404,500.0,Standard Mixed
Industrial,19380,19.994626300451436,8,6,14,41816,2.3591414670385977,4.103328740072898,32.55036048767346,35.541240208637596,2,0,54719.34581973026,500.0,High Volume Organic
Industrial,3999,6.399686047788166,27,9,9,47055,1.702748422400175,43.5541593316051,38.586066828434205,65.49839537655552,4,0,10316.658187082392,199.22271011836378,Industrial Hazardous
Airport,32087,11.782919612841217,13,7,14,74173,2.456094452194037,33.791981402744796,21.997969931764263,39.567051253172494,4,0,78956.90322530887,500.0,High Volume Organic
Industrial,44958,12.275207973607776,26,7,0,139018,1.957544266867325,14.985965585375032,39.525041909074695,88.90318678716088,0,0,127892.97099822086,500.0,Industrial Hazardous
Harbor,26520,14.237437609207296,17,0,9,26470,0.5320645072422556,39.277914915229985,25.263181338367993,45.58254616620431,1,0,15544.337731560916,229.04594951808875,Low Volume Dry
Harbor,8580,20.537977628258204,41,8,6,108997,2.174903067346061,8.110926125203566,15.963308692556506,71.7609707844797,2,0,18533.998516789372,341.40874183074,Industrial Hazardous
Commercial,23707,17.45108563150187,40,1,6,65534,0.6253327495615302,20.028377804085963,23.94252980826041,69.36270418627049,0,0,17645.343283090904,323.0419515504951,Industrial Hazardous
Industrial,34457,16.745044703665204,5,6,2,145355,1.822834732703491,24.054815927637115,18.741058016061807,71.48108745630505,3,0,56440.361329478896,500.0,Standard Mixed
Residential,14408,13.405264647221024,32,9,6,90297,1.4008963887314014,46.628229826424196,22.607134357300076,55.79969480756209,3,0,22112.11195578875,331.69216646845956,Industrial Hazardous
Airport,31152,2.850915996191453,36,9,8,41603,1.8569950179178647,18.52705839166636,17.399240433510393,34.45990792006601,1,0,58063.096148724915,500.0,Industrial Hazardous
Residential,30844,10.349207555446105,41,4,7,146189,1.9829769718700365,2.942079125534234,19.455090137665916,88.80044265324817,3,0,65547.85969419694,500.0,Industrial Hazardous
Downtown,25534,23.954262856618527,24,3,2,80522,2.0680634651092955,10.844441662612747,18.167473856069726,41.491550070429355,1,0,51270.00399871503,500.0,Industrial Hazardous
Commercial,26288,24.890927844562185,12,0,4,76153,2.136956291930573,36.485587850298124,16.086907298861426,76.18321740656472,3,0,49241.52703509474,500.0,Standard Mixed
Airport,13251,18.397204579472497,22,0,12,119691,2.1638939474092163,0.9150228303375596,22.404659319638277,38.25441001392855,3,0,30151.415473866175,374.4767517477609,Industrial Hazardous
Airport,47982,6.074116595328803,35,2,12,135329,1.2076637383493234,47.533936336223455,38.524000614616426,46.871820870522974,2,0,86677.9416413558,500.0,Industrial Hazardous
Industrial,34293,2.9963208270832,32,0,7,133450,2.2563017588228567,54.06720470151246,38.734831786400676,63.593198921394844,4,0,114617.65395275987,500.0,Industrial Hazardous
Riverside,33339,10.661726796631882,20,7,17,41996,1.8830765578002908,29.72385648881169,36.16616241192418,54.808161735362404,2,0,84511.85796775793,500.0,High Volume Organic
Industrial,38814,21.486011607803725,33,2,6,59978,2.1457360491203104,42.45782510204093,15.303513061555808,87.49599038394138,0,0,78601.84087637598,500.0,Industrial Hazardous
Industrial,35953,18.18567387742751,35,9,9,118878,2.47622097630212,27.760607430769177,15.703086735447906,80.86111167922998,4,0,85365.98854619611,500.0,Industrial Hazardous
Harbor,9885,22.15535981975707,16,1,9,146024,0.5561124326916119,18.52579767089075,15.258935784270534,85.30742085112708,2,0,4663.22423561761,96.1658585450753,Low Volume Dry
Industrial,18732,15.58651971009248,9,5,10,95449,1.1152753349078979,9.891982720591825,24.166002137653606,68.44179382512372,4,0,21519.316019317925,277.16010431689534,Mixed Unsegregated
Industrial,43844,3.693044932447462,22,3,11,61978,2.0744034455537834,31.089737258083648,39.50644903717802,43.13494247303822,4,0,130416.5671362649,500.0,Industrial Hazardous
Downtown,35290,3.31250119145502,43,3,12,60564,0.4898676370717675,55.793374093953666,37.42094537145296,61.10996568603891,4,0,26606.090918694263,405.164878489605,Industrial Hazardous
Airport,16331,1.6760564144381673,1,1,7,49999,1.4897183440394126,53.39833001309039,21.2633765028546,75.93200377305033,3,0,22747.178226016367,284.94799376945997,Standard Mixed
Airport,20625,14.393459279051509,34,1,16,51748,2.1884755096418873,55.177548023730864,25.25487164647315,33.883093238697185,4,0,53137.74041058575,500.0,Industrial Hazardous
Suburban,46208,6.4507127973073315,13,5,13,81402,0.3417807790579648,57.9847836058803,35.61070910216317,81.78702416127405,3,0,20641.661906034988,291.38910738995077,Low Volume Dry
Riverside,18182,18.492399213196286,46,4,16,52331,2.3669415768299595,9.921478644557196,33.96458779677768,67.88105500639156,5,1,62380.68005414265,500.0,Industrial Hazardous
Industrial,37370,17.313123428508927,44,8,18,149826,2.4519186125901262,8.791520477364186,18.315450918373205,73.41428806763774,4,0,96643.57196519527,500.0,Industrial Hazardous
Commercial,17788,8.293713189003764,40,3,15,64380,1.009018045358124,25.665684470971552,17.694421863241917,71.65772645491896,3,0,18531.882055794445,315.76076568767786,Industrial Hazardous
Residential,36294,4.831640828369577,1,4,8,77743,1.9869406210581126,41.358692167890446,28.593013210321928,80.86574313816587,4,0,77607.00276586035,500.0,High Volume Organic
Downtown,39977,3.0088085700020297,18,0,19,73842,0.5797874258617932,26.38163519792533,17.552795461996766,35.251256930294126,0,0,22044.39750823126,292.87510454043485,Low Volume Dry
Commercial,24905,18.564224208420878,15,1,9,119760,2.000301395159785,53.54126225640808,35.62546681301798,52.62263697560759,2,0,64985.09977732475,500.0,High Volume Organic
Harbor,39237,11.535804387935363,42,2,8,119899,1.3593476978348114,43.04378902737761,21.333164742769497,60.15699579010815,5,1,59946.448736288105,500.0,Industrial Hazardous
Downtown,3120,8.426482897364403,43,4,0,84618,2.192600772762067,38.03824832677212,19.70824396480662,62.7958327286356,4,0,7306.375052209923,215.86584580380506,Industrial Hazardous
Industrial,35914,21.487998887254648,24,4,2,110228,0.7677341400076418,4.262269648756414,19.641787168358064,86.5533097389978,0,0,27824.663149173943,363.32504418551315,Industrial Hazardous
Industrial,38133,15.043523805949908,0,3,10,27986,1.779847497132927,10.520125649056467,16.130788132528924,32.547830415409734,2,0,55826.30259706343,500.0,Mixed Unsegregated
Industrial,35557,13.191057241716319,1,9,6,143262,2.0294621837148714,25.689225254723215,31.045870491272275,81.98360282259395,1,0,81266.70765675209,500.0,High Volume Organic
Harbor,40638,18.712789541902584,47,2,17,98682,0.7454829835551209,58.58248616147926,19.112400700970504,63.11406431929081,5,1,32988.54139080865,485.2543638772225,Industrial Hazardous
Commercial,14354,20.481786935764564,26,8,12,136817,2.1002320106536074,20.06452191502288,20.833449443181358,63.277690155968735,5,1,30968.786363505315,417.6312297224231,Industrial Hazardous
Commercial,10177,17.308792307856628,1,0,17,62810,2.407568102072112,37.798527750946455,33.782650912384156,49.219819271096014,4,0,28899.56218376609,332.75317230977987,High Volume Organic
Airport,44611,11.280154805684141,29,5,15,119135,1.6553729198253884,59.33436199197563,16.43703138531809,68.61721144564437,1,0,70184.04196005483,500.0,Industrial Hazardous
Industrial,24574,9.792820420468592,9,6,15,106888,2.026670916939211,15.841503533975809,20.068627816796866,68.7847876589515,2,0,46602.46500067186,500.0,Standard Mixed
Commercial,18324,19.405790987681204,18,9,9,80044,1.4716844905912208,10.000021394494754,18.733713007623383,41.35763844386484,2,0,25914.67502098043,360.0769462526931,Mixed Unsegregated
Commercial,1265,13.188725435687008,41,3,8,96509,1.6158273941903878,32.779996928039985,15.121225330238897,70.6203567665697,4,0,1922.7408548132862,137.53931418356686,Industrial Hazardous
Suburban,45939,17.75745892367572,15,9,7,72633,0.3293753559564943,33.11342343068519,28.483553712768003,46.00237927866833,0,0,17448.228479033143,267.6442521824849,Low Volume Dry
Harbor,32115,22.314770332473522,12,2,18,38501,1.4534319870392598,55.31319795048565,19.75084997233658,71.3271999641548,4,0,43836.478004120356,500.0,Standard Mixed
Airport,49426,22.939320551049228,47,7,2,40866,1.5662402496128884,1.5858057114964264,30.822662594642537,66.71657975515367,0,0,106783.55897216317,500.0,Industrial Hazardous
Residential,37360,7.304033161394029,49,8,8,38390,1.7741046006838506,24.442663983194784,27.54448911159303,72.95711879725425,4,0,86510.0410327126,500.0,Industrial Hazardous
Airport,13475,5.103303781676595,7,0,1,129067,0.672659339431915,18.7408895074783,31.696951318746866,31.181987960280694,0,0,10567.561766275046,164.1712611474571,Low Volume Dry
Industrial,9841,6.901540328252527,49,9,18,61256,0.8310233772472035,34.26316889306267,39.5391084823185,37.52193717861597,3,0,12828.909936367003,263.75506080802194,Industrial Hazardous
Downtown,28641,18.908608378119816,30,8,7,59528,1.9632101897229781,0.5598212916401479,20.49685126572757,80.41203935449852,0,0,58662.47071911058,500.0,Industrial Hazardous
Industrial,12834,9.566421883130925,44,6,17,127214,0.6688054040602044,42.66382850406764,31.64692862315102,52.84339568104271,0,0,11831.20268033261,254.6114597160313,Industrial Hazardous
Residential,49345,4.748037380612579,24,0,7,47712,1.2152573592486655,29.09938454958145,35.840271809197745,80.20310126718336,2,0,81669.83051677686,500.0,Industrial Hazardous
Commercial,16335,2.910444566420747,38,6,4,25694,0.8510784817755703,42.0413523531733,38.93465569700208,33.7604555294471,1,0,21331.370600736253,343.9018132091557,Industrial Hazardous
Suburban,27048,8.519173126327352,20,4,5,149201,1.4994050279678575,26.8683728187799,30.558358399541024,76.16228126898484,4,0,49197.21757442078,500.0,Standard Mixed
Harbor,35934,3.835342788587527,49,9,9,75214,2.4711159385408763,28.45156999155516,18.270850525193865,35.02602206159441,2,0,95663.62316319019,500.0,Industrial Hazardous
Commercial,25539,4.33115350706602,37,6,14,104999,2.174483374892245,53.732983684344305,16.346197647747776,58.099598567947844,1,0,54398.34959803672,500.0,Industrial Hazardous
Commercial,33030,17.25515734943362,40,8,3,41662,0.8928435479154981,12.653888917469205,21.962828473111745,86.25441850460737,2,0,33147.551565411515,440.10589881833005,Industrial Hazardous
Downtown,39236,0.9834363438759294,28,7,2,20010,1.1109459832725739,13.04932407094576,38.20393256029604,34.66068416925611,5,1,62631.38293979366,500.0,Industrial Hazardous
Downtown,40909,3.380054909823231,5,5,8,57648,2.3209938814952467,33.568595706618275,28.42329573209527,51.03972777277555,2,0,104207.03976906366,500.0,High Volume Organic
Commercial,19065,21.18695453472086,17,1,15,135098,2.276248939180425,39.61345647326511,29.48263846587146,61.10091591885082,4,0,51716.28394413376,500.0,High Volume Organic
Commercial,10334,21.200395082947203,48,7,15,47515,0.6531616845870372,21.281294008928896,30.26506321166449,83.96743859660015,5,1,8908.248015629186,256.9892901984046,Industrial Hazardous
Airport,37156,8.566465229707635,43,3,14,96382,2.124396489859974,31.170670038894464,23.305381255172065,49.95643163958588,3,0,92469.62041101215,500.0,Industrial Hazardous
Industrial,1340,2.65484870503386,34,7,8,67258,0.9547373905323939,13.671384127051933,19.539772154146405,78.42249668290063,2,0,1132.503721308651,132.27058700416845,Industrial Hazardous
Downtown,14373,17.771773178276543,26,6,16,131821,1.496366950500193,8.154637338589698,38.856042329067904,73.09038196800702,4,0,30981.855879748186,401.91086055794074,Industrial Hazardous
Commercial,32068,9.323226350459922,4,3,11,80530,0.3112164564384359,14.295759003975155,33.8846268255702,48.42404227371232,0,0,12239.715380731266,195.4341569916656,Mixed Unsegregated
Industrial,11346,1.6138833665206829,6,7,7,48026,2.4968984199715414,54.98238355170944,27.77625305697356,50.448794598609055,1,0,30905.44268679144,362.74816338189584,High Volume Organic
Downtown,6399,4.366761041845065,9,1,13,36982,1.974412233226587,48.10907983956449,24.41762924105325,41.46073109879086,4,0,13018.256680292392,192.53883037434474,High Volume Organic
Riverside,21002,3.861762893118595,9,8,17,37207,0.831812731777194,8.414740689732614,27.069306893588553,71.5777420887664,3,0,19014.681306530052,239.33604301745976,Mixed Unsegregated
Downtown,1065,14.933350423777725,27,5,11,77028,1.804348767105933,2.7936183669121206,15.841629912527061,63.78614336187388,4,0,1717.7515806792314,130.1390542579848,Industrial Hazardous
Suburban,39273,22.503880798287252,35,6,13,128893,0.9452761982116558,5.591098310747713,21.187337676627962,39.297126415261076,4,0,40442.027173871975,500.0,Industrial Hazardous
Industrial,42424,19.930264816424707,9,9,19,57985,0.4968027907692364,17.60596825047592,21.26765014452978,67.20421658693922,0,0,20552.779870367907,273.6298199792137,Low Volume Dry
Industrial,43742,13.889643102922136,49,0,4,59854,1.2356819040076867,48.68154094516434,26.133683500585022,59.91897870053096,1,0,68937.79698469544,500.0,Industrial Hazardous
Residential,9687,10.842801540723261,34,2,0,97842,1.6501814973760194,19.282469196426874,20.906730239100643,35.55539716241676,5,1,16732.389317799218,291.78379359532227,Industrial Hazardous
Airport,7726,15.657579372187191,34,9,12,85848,0.4975104080643723,11.139315796105844,19.636428952103426,87.22220600168501,1,0,4017.4120564661603,154.51895330147315,Industrial Hazardous
Residential,42647,11.37341215401198,36,4,13,129470,1.440493856763674,23.750466327477554,34.13819393601695,80.08534641683826,3,0,85701.9974610657,500.0,Industrial Hazardous
Riverside,39158,6.529428503119741,47,6,1,92207,1.432701311380122,7.4432173404792,37.33763538722045,34.26144767496086,5,1,86580.29714673515,500.0,Industrial Hazardous
Downtown,46381,17.14033765613085,19,0,15,43084,1.6830195293501469,28.21301068440379,16.678498988620508,85.8760762728562,5,1,71297.9163842589,500.0,Standard Mixed
Airport,4811,21.894476670662364,12,8,4,130234,0.8382204047670203,40.533249278778385,20.241345425674588,85.00066965862771,1,0,3979.1561627393107,100.71006861468989,Standard Mixed
Industrial,44714,9.635323101681083,10,4,0,55260,0.345411263140906,22.130917183364865,34.34217013848723,32.53098100398403,0,0,19147.926860451167,263.10594959745873,Low Volume Dry
Riverside,42116,21.117692458437755,44,2,11,62905,1.014686514796331,10.416689756442647,35.39586974089546,42.08873674856677,3,0,63164.02458894043,500.0,Industrial Hazardous
Commercial,26189,11.061510138845517,18,6,18,36614,1.176878623556533,27.19184892626859,27.504002552078276,72.14450320419895,0,0,35524.400680507926,437.2236988750635,Standard Mixed
Harbor,6583,10.332730605935938,27,9,9,72892,1.6986303202969388,45.74935394860893,32.37207017679874,86.07441450137458,0,0,14237.543232096543,256.8405939144506,Industrial Hazardous
Residential,13098,1.1939467599021778,37,7,11,30864,2.346378097005553,4.595655098468905,16.940007674748674,79.38688330539203,5,1,30288.554815794134,417.02190613781437,Industrial Hazardous
Downtown,17440,17.534333083501554,44,9,18,68114,0.7474481501237393,4.256227321406689,36.23821823720462,46.91387123665521,4,0,19630.291740804536,315.8230926940267,Industrial Hazardous
